secFrom	langTo	prob	isTranslation
Demographics	الموقع الجغرافي	0.7372281551361084	False
Demographics	الجغرافيا	0.690090000629425	False
Demographics	تاريخ	0.6837449073791504	False
Demographics	جغرافيا	0.6505740284919739	False
Demographics	مراجع	0.6471790671348572	False
Awards	الجوائز	0.9986706972122192	True
Awards	جوائز	0.9941641688346863	False
Awards	جوائز وترشيحات	0.9873190522193909	False
Awards	جوائزه	0.9846941232681274	False
Awards	الجوائز والترشيحات	0.9798031449317932	False
Awards	جوائز حصل عليها	0.9763712882995605	False
Awards	الجوائز والأوسمة	0.9740434288978577	False
Awards	الترشيحات والجوائز	0.9306621551513672	False
Awards	الإنجازات	0.909003496170044	False
Awards	التكريم	0.9074349403381348	False
Education	التعليم	0.9926364421844482	True
Education	تعليمه	0.9849618673324585	False
Education	تعليم	0.9707350730895996	False
Education	دراسته	0.9600523114204407	False
Education	تعليمها	0.9530762434005737	False
Education	الخدمات	0.9407810568809509	False
Education	الدراسة	0.9364112615585327	False
Education	مناصب وهيئات	0.9159656167030334	False
Education	التعليم والثقافة	0.9060819149017334	False
Education	النشأة والتعليم	0.866950511932373	False
Filmography	فيلموغرافيا	0.9967989921569824	False
Filmography	أفلامه	0.9944485425949097	False
Filmography	قائمة الأفلام	0.9887158274650574	True
Filmography	الأفلام	0.9883329272270203	False
Filmography	أفلامها	0.98319411277771	False
Filmography	قائمة أفلامها	0.9624433517456055	False
Filmography	أعماله	0.9597964882850647	False
Filmography	جوائز وترشيحات	0.9588605761528015	False
Filmography	الأعمال	0.9574729204177856	False
Filmography	أعمالها	0.9536686539649963	False
Results	النتائج	0.9978673458099365	True
Results	المباريات	0.9917477369308472	False
Results	الترتيب	0.9897747039794922	False
Results	النتائج النهائية	0.9884804487228394	False
Results	نتائج	0.9764111638069153	False
Results	نتائج الانتخابات	0.9662309288978577	False
Results	جدول الترتيب	0.9643988013267517	False
Results	الفرق المشاركة	0.9607310891151428	False
Results	الإحصائيات	0.9573632478713989	False
Results	جدول الدوري	0.946548581123352	False
Life	حياتها	0.9981032609939575	False
Life	حياته	0.9977582097053528	True
Life	سيرته	0.9953243136405945	False
Life	الحياة	0.9949782490730286	False
Life	السيرة الذاتية	0.9923576712608337	False
Life	عن حياته	0.9859469532966614	False
Life	عن حياتها	0.9690258502960205	False
Life	مسيرته	0.9632658362388611	False
Life	سيرة حياته	0.9485591053962708	False
Life	ولادته	0.9351171851158142	False
Honours	الإنجازات	0.9957485795021057	False
Honours	إنجازاته	0.993910551071167	False
Honours	الألقاب	0.9936754107475281	False
Honours	انجازاته	0.9860814809799194	False
Honours	ألقابه	0.983000636100769	False
Honours	الألقاب والإنجازات	0.9788907170295715	False
Honours	الانجازات	0.9764925241470337	False
Honours	الجوائز	0.9742113947868347	False
Honours	جوائز	0.971097469329834	False
Honours	التكريمات	0.966707706451416	False
Works	أعماله	0.9945619702339172	False
Works	مؤلفاته	0.9921867847442627	False
Works	أعمالها	0.9892507791519165	False
Works	من مؤلفاته	0.9891017079353333	False
Works	أعمال	0.9810516834259033	False
Works	الأعمال	0.9791355729103088	False
Works	أهم أعماله	0.9776096940040588	False
Works	أعماله في الأنمي	0.9775072932243347	False
Works	من أعماله	0.9682157635688782	False
Works	كتبه	0.9674838185310364	False
Production	الإنتاج	0.9983585476875305	True
Production	طاقم التمثيل	0.9779856204986572	False
Production	طاقم الممثلين	0.970090925693512	False
Production	الانتاج	0.9698448181152344	False
Production	الممثلين	0.9667510390281677	False
Production	طاقم العمل	0.9575273394584656	False
Production	التصوير	0.883842945098877	False
Production	إنتاج	0.8705710172653198	False
Production	التحضير	0.8662595748901367	False
Production	البطولة	0.8193754553794861	False
Gallery	معرض الصور	0.9989691972732544	True
Gallery	معرض صور	0.9956899285316467	False
Gallery	معرض	0.9927279949188232	False
Gallery	الصور	0.9880802035331726	False
Gallery	المعرض	0.9878584146499634	False
Gallery	صور	0.9864718317985535	False
Gallery	جاليري	0.8475144505500793	False
Gallery	صور إضافية	0.6679850220680237	False
Gallery	صور أخرى	0.66072016954422	False
Gallery	أهم المدن	0.6543315649032593	False
Overview	نظرة عامة	0.996726393699646	True
Overview	لمحة عامة	0.9911758899688721	False
Overview	مقدمة	0.9859424233436584	False
Overview	تاريخ	0.9582064747810364	False
Overview	جدول الترتيب	0.9540635943412781	False
Overview	التصنيف	0.8188906908035278	False
Overview	التاريخ	0.754705011844635	False
Overview	الفرق	0.7475424408912659	False
Overview	الترتيب	0.7421615123748779	False
Overview	مقدمة عامة	0.737602949142456	False
Death	وفاتها	0.9983294606208801	False
Death	الوفاة	0.9980721473693848	True
Death	وفاته	0.997019350528717	False
Death	موته	0.9952491521835327	False
Death	مقتله	0.992559552192688	False
Death	الموت	0.978561520576477	False
Death	اغتياله	0.9011983871459961	False
Death	عن حياته	0.8936203122138977	False
Death	حياته المبكرة	0.8407750725746155	False
Death	وفاتة	0.7632802724838257	False
Distribution	الانتشار	0.9926726222038269	False
Distribution	التوزيع	0.9913697242736816	True
Distribution	البيئة والانتشار	0.9874953627586365	False
Distribution	الموئل والانتشار	0.9839141368865967	False
Distribution	التوزع	0.9781287312507629	False
Distribution	الانتشار الجغرافي	0.9728363156318665	False
Distribution	التوزيع الجغرافي	0.956889271736145	False
Distribution	الموطن	0.906312108039856	False
Distribution	التصنيف	0.8064696192741394	False
Distribution	الإنتشار	0.7558640837669373	False
Early life and education	النشأة والتعليم	0.9983506202697754	False
Early life and education	نشأته وتعليمه	0.9977126121520996	False
Early life and education	الحياة المبكرة والتعليم	0.9966349005699158	False
Early life and education	النشأة	0.9963982105255127	False
Early life and education	حياته المبكرة	0.99505615234375	False
Early life and education	نشأته	0.9941248297691345	False
Early life and education	بداية حياته	0.9922918677330017	False
Early life and education	تعليمه	0.992270827293396	False
Early life and education	الحياة المبكرة	0.9912416934967041	False
Early life and education	حياته	0.9909646511077881	False
Legacy	الإرث	0.9935089945793152	True
Legacy	إرثه	0.9559943675994873	False
Legacy	إرثها	0.9521534442901611	False
Legacy	التراث	0.8365185260772705	True
Legacy	تراثه	0.8272051215171814	False
Legacy	حياته	0.6857331395149231	False
Legacy	الميراث	0.3604687452316284	False
Legacy	تراث	0.3447928726673126	False
Legacy	الآثار	0.3386349380016327	False
Legacy	ذكراه	0.32461923360824585	False
Publications	المنشورات	0.9982926249504089	True
Publications	مؤلفاته	0.9948595762252808	False
Publications	المؤلفات	0.9929044842720032	False
Publications	منشوراته	0.9920139908790588	False
Publications	منشورات	0.9905053973197937	False
Publications	كتب	0.9816057085990906	False
Publications	مؤلفاتها	0.9783399701118469	False
Publications	الإصدارات	0.9505824446678162	False
Publications	مصادر	0.9466451406478882	False
Publications	المطبوعات	0.8629802465438843	False
Footnotes	مراجع	0.9943943023681641	False
Footnotes	وصلات خارجية	0.9918980598449707	False
Footnotes	المراجع	0.9905229210853577	False
Footnotes	مصادر	0.9866893887519836	False
Footnotes	هوامش	0.9835003614425659	False
Footnotes	المصادر	0.9822972416877747	False
Footnotes	روابط خارجية	0.9814050793647766	False
Footnotes	الهوامش	0.9731556177139282	True
Footnotes	الحواشي	0.9477213025093079	True
Footnotes	الملاحظات	0.8669960498809814	False
Family	الأسرة	0.9985978007316589	False
Family	العائلة	0.9976377487182617	True
Family	عائلته	0.9970972537994385	False
Family	أسرته	0.9958068132400513	False
Family	عائلتها	0.9929793477058411	False
Family	الأبناء	0.9824903607368469	False
Family	أسرتها	0.9576107859611511	False
Family	الزواج والأبناء	0.90022873878479	False
Family	أبناؤه	0.8910278081893921	False
Family	النسب	0.7692186832427979	False
Species	الأنواع	0.9961799383163452	True
Species	أنواع	0.9884344339370728	False
Species	من أنواعه	0.9849322438240051	False
Species	الانواع	0.9807955622673035	False
Species	من أنواعها	0.9743689298629761	False
Species	من أنواعه الواطنة في الوطن العربي	0.9732915163040161	False
Species	أنواعه	0.9696781635284424	False
Species	الأجناس	0.9523195028305054	True
Species	أنواعها	0.9309638738632202	False
Species	من أنواعه الأخرى	0.921607494354248	False
Population	السكان	0.9986373782157898	True
Population	عدد السكان	0.971352756023407	False
Population	المقاطعات	0.6257356405258179	False
Population	الديموغرافيا	0.4665250778198242	False
Population	التركيبة السكانية	0.4566493332386017	False
Population	سكان	0.43846800923347473	False
Population	التقسيم الإداري	0.3827621042728424	False
Population	التعداد السكاني	0.35182589292526245	False
Population	أهم المدن	0.3365958333015442	False
Population	معلومات عامة	0.295396625995636	False
Critical reception	الاستقبال النقدي	0.966355562210083	True
Critical reception	آراء النقاد	0.953472912311554	False
Critical reception	استقبال النقاد	0.9228554368019104	False
Critical reception	النقد	0.799631655216217	False
Critical reception	الجوائز	0.7946752905845642	False
Critical reception	الاستقبال	0.7540095448493958	False
Critical reception	الإستقبال النقدي	0.5779712200164795	False
Critical reception	الجوائز والترشيحات	0.5604710578918457	False
Critical reception	قائمة تقديرات الألبوم	0.38662782311439514	False
Critical reception	أعماله	0.3751283884048462	False
Events	الأحداث	0.9944350719451904	True
Events	أحداث	0.9895931482315063	False
Events	الأبطال	0.7504855990409851	False
Events	الفعاليات	0.7188042402267456	False
Events	رياضة	0.6744834780693054	False
Events	المناسبات	0.5294669270515442	False
Events	أهم الأحداث	0.505273163318634	False
Events	النتائج النهائية	0.4383383095264435	False
Events	النتائج	0.4270907938480377	False
Events	تاريخها	0.40254732966423035	False
Economy	الاقتصاد	0.9986631870269775	True
Economy	الإقتصاد	0.9902408123016357	False
Economy	اقتصاد	0.9816967844963074	False
Economy	الصناعة	0.9651809930801392	False
Economy	الاقتصاد والبنية التحتية	0.9635723233222961	False
Economy	الأقتصاد	0.884539008140564	False
Economy	النقل	0.8140477538108826	False
Economy	أهم المدن	0.7958353757858276	False
Economy	الجغرافيا	0.793662965297699	False
Economy	البنية التحتية	0.7873597741127014	False
Etymology	أصل الكلمة	0.9983684420585632	True
Etymology	التسمية	0.998216450214386	False
Etymology	أصل التسمية	0.9981984496116638	False
Etymology	أصل الاسم	0.9863193035125732	False
Etymology	سبب التسمية	0.956517219543457	False
Etymology	اصل التسمية	0.9449199438095093	False
Etymology	المصطلح	0.9064415693283081	False
Etymology	الاسم	0.8469411134719849	False
Etymology	الجغرافيا	0.8209354877471924	False
Etymology	تأثيل	0.8091465830802917	False
Location	الموقع	0.9987890124320984	False
Location	موقعها	0.9970149993896484	False
Location	موقعه	0.9960456490516663	False
Location	الجغرافيا	0.990877091884613	False
Location	موقع	0.9798438549041748	False
Location	جغرافيا	0.9758383631706238	False
Location	الموقع الجغرافي	0.9252920746803284	True
Location	الخصائص	0.7283743619918823	False
Location	الاسم	0.49617379903793335	False
Location	مقدمة	0.3312935531139374	False
Release	الإصدار	0.9960498213768005	False
Release	الإفراج	0.8782505393028259	False
Release	التطوير	0.7003887891769409	False
Release	الإنتاج	0.6547927856445312	False
Release	صدور الفيلم	0.6063644886016846	False
Release	التقييم	0.5141714215278625	False
Release	الإصدارات	0.5000870227813721	False
Release	إطلاق الفيلم	0.4919603168964386	False
Release	العرض	0.44891485571861267	False
Release	فيديو كليب	0.4359331429004669	False
Synopsis	ملخص القصة	0.9970502853393555	True
Synopsis	الحبكة	0.9967836141586304	False
Synopsis	القصة	0.9902715086936951	False
Synopsis	قصة المسلسل	0.9900730848312378	False
Synopsis	الملخص	0.9892571568489075	False
Synopsis	ملخص	0.9881473183631897	False
Synopsis	موجز	0.9855049252510071	True
Synopsis	ملخص الرواية	0.8983365893363953	False
Synopsis	نبذة	0.886336088180542	False
Synopsis	نظرة عامة	0.7515280842781067	False
Notes and references	مراجع	0.9981449842453003	False
Notes and references	المراجع	0.9974958300590515	False
Notes and references	وصلات خارجية	0.9950790405273438	False
Notes and references	الملاحظات والمراجع	0.9947094917297363	False
Notes and references	ملاحظات ومراجع	0.9945247173309326	True
Notes and references	مصادر	0.9923905730247498	False
Notes and references	المصادر	0.9917402267456055	False
Notes and references	روابط خارجية	0.9811579585075378	False
Notes and references	انظر أيضا	0.9738095998764038	False
Notes and references	اقرأ أيضا	0.9564441442489624	False
Early years	نشأته	0.9956849813461304	False
Early years	نشأتها	0.9954478144645691	False
Early years	النشأة	0.9941603541374207	False
Early years	السنوات الأولى	0.9929388761520386	True
Early years	حياته المبكرة	0.9917755126953125	False
Early years	الحياة المبكرة	0.9894950985908508	False
Early years	حياته	0.9880701899528503	False
Early years	حياتها	0.9836742877960205	False
Early years	السنوات المبكرة	0.9809749126434326	False
Early years	بداية حياتها	0.9760704636573792	False
Music	الموسيقى	0.9902175068855286	True
Music	الموسيقى التصويرية	0.9839597344398499	False
Music	موسيقى	0.9635002613067627	False
Music	موسيقاه	0.8894076943397522	False
Music	في الموسيقى	0.7566028833389282	False
Music	الأفلام	0.5792179107666016	False
Music	السينما	0.4374278783798218	False
Music	أدوارها في الأنمي	0.3810769021511078	False
Music	طاقم إنتاج الأنمي	0.3791479766368866	False
Music	التصوير	0.3070611357688904	False
Life and career	حياتها	0.9934719800949097	False
Life and career	السيرة الذاتية	0.9921835064888	False
Life and career	حياته	0.9900982975959778	False
Life and career	السيرة	0.9854174852371216	False
Life and career	الحياة المهنية	0.9805444478988647	False
Life and career	حياته ومهنته	0.9784946441650391	False
Life and career	الأعمال	0.9652299880981445	False
Life and career	الحياة والمهنة	0.9543099999427795	False
Life and career	مسيرته	0.9467597007751465	False
Life and career	حياته المهنية	0.9416366815567017	True
Aftermath	بعد المعركة	0.9898753762245178	False
Aftermath	التداعيات	0.9885911345481873	False
Aftermath	ما بعد المعركة	0.9860354661941528	False
Aftermath	فيما بعد	0.9847577810287476	True
Aftermath	النتائج المترتبة	0.9828018546104431	False
Aftermath	نتائج المعركة	0.9809761047363281	False
Aftermath	بعد الحرب	0.9693856835365295	False
Aftermath	أعقاب	0.9569491744041443	False
Aftermath	التبعات	0.9297775030136108	False
Aftermath	بعد	0.9291536211967468	False
Awards and nominations	الجوائز والترشيحات	0.9973453879356384	True
Awards and nominations	الجوائز	0.9940085411071777	False
Awards and nominations	جوائز وترشيحات	0.984195351600647	False
Awards and nominations	الترشيحات والجوائز	0.9834219813346863	False
Awards and nominations	جوائز وتكريمات	0.9830827713012695	False
Awards and nominations	أفلامه	0.9803295135498047	False
Awards and nominations	فيلموغرافيا	0.9803295135498047	False
Awards and nominations	أفلامها	0.9759111404418945	False
Awards and nominations	جوائز	0.9733237028121948	False
Awards and nominations	الجوائز و الترشيحات	0.9711005091667175	False
Soundtrack	الموسيقى التصويرية	0.9899390339851379	True
Soundtrack	الممثلين	0.9228137731552124	False
Soundtrack	الموسيقى	0.919522225856781	False
Soundtrack	موسيقى الفيلم	0.8170185685157776	False
Soundtrack	طاقم الإنتاج	0.7605291604995728	False
Soundtrack	الإنتاج	0.7512626647949219	False
Soundtrack	موسيقى تصويرية	0.6830904483795166	False
Soundtrack	قصة الفيلم	0.5668414831161499	False
Soundtrack	طاقم الفيلم	0.5119484066963196	False
Soundtrack	النسخة العربية	0.49973127245903015	False
Politics	السياسة	0.9976674914360046	True
Politics	الحكومة والسياسة	0.9552701115608215	False
Politics	السياسة والحكومة	0.9399725198745728	False
Politics	الحياة السياسية	0.8562305569648743	False
Politics	الاقتصاد	0.8267076015472412	False
Politics	السياسات	0.7786241173744202	False
Politics	اقتصاد	0.7257848978042603	False
Politics	التاريخ	0.715460479259491	False
Politics	الجغرافيا	0.685203492641449	False
Politics	حياته السياسية	0.6517795920372009	False
Development	التطوير	0.9976377487182617	True
Development	التصميم والتطوير	0.9927648901939392	False
Development	التطور	0.9876734614372253	False
Development	تطوير	0.9551926851272583	False
Development	التطبيقات	0.8883843421936035	False
Development	التنمية	0.8664814829826355	False
Development	البنية	0.7684006094932556	False
Development	التاريخ	0.734139084815979	False
Development	التصميم	0.6977878212928772	False
Development	الإنتاج والتطوير	0.6572688221931458	False
Transportation	وسائل النقل	0.9942730069160461	False
Transportation	النقل	0.9916896820068359	True
Transportation	المواصلات	0.9861186742782593	False
Transportation	النقل والمواصلات	0.9586349725723267	False
Transportation	مواصلات	0.91343092918396	False
Transportation	البنية التحتية	0.6568653583526611	False
Transportation	جغرافيا	0.6484107375144958	False
Transportation	المناطق السياحية	0.5182253122329712	False
Transportation	التجارة	0.5103527903556824	False
Transportation	الاقتصاد	0.5009218454360962	False
Episodes	الحلقات	0.9940122961997986	True
Episodes	قائمة الحلقات	0.9804865121841431	True
Episodes	الممثلين والشخصيات	0.9739561080932617	False
Episodes	المواسم	0.9453173279762268	False
Episodes	الإنتاج	0.7326101064682007	False
Episodes	طاقم التمثيل	0.6856881380081177	False
Episodes	شخصيات المسلسل	0.6400163769721985	False
Episodes	ملخص المسلسل	0.5756630301475525	False
Episodes	قصة المسلسل	0.5659282207489014	False
Episodes	عرض المسلسل	0.3434654474258423	False
In popular culture	في الثقافة الشعبية	0.9945435523986816	True
In popular culture	في الثقافة العامة	0.9767423272132874	False
In popular culture	الثقافة الشعبية	0.9582604169845581	False
In popular culture	التصوير الحديث	0.9204238653182983	False
In popular culture	في الثقافة	0.9057303071022034	False
In popular culture	ثقافة	0.8422963619232178	False
In popular culture	الثقافة	0.55323725938797	False
In popular culture	السياحة	0.5247365236282349	False
In popular culture	أحداث	0.4736676812171936	False
In popular culture	في الإعلام	0.4580910801887512	False
Books	الكتب	0.9970259070396423	False
Books	كتبه	0.9966427087783813	True
Books	كتب	0.9893514513969421	False
Books	مؤلفاته	0.9863009452819824	False
Books	مؤلفات	0.9338759779930115	False
Books	مصادر	0.9276784062385559	False
Books	المؤلفات	0.8214690089225769	False
Books	مراجع	0.8173157572746277	False
Books	كتاباته	0.506757915019989	False
Books	من مؤلفاته	0.3886070251464844	False
Gameplay	طريقة اللعب	0.9968118071556091	False
Gameplay	اللعب	0.9883558750152588	False
Gameplay	اللعبة	0.971920371055603	False
Gameplay	قصة اللعبة	0.9705040454864502	False
Gameplay	طريقة اللعبة	0.9583960771560669	False
Gameplay	شخصيات اللعبة	0.9481913447380066	False
Gameplay	نظام اللعب	0.9390547275543213	False
Gameplay	الشخصيات	0.9359362125396729	False
Gameplay	ميزات اللعبة	0.9344826936721802	False
Gameplay	أسلوب اللعب	0.9295045733451843	True
Other uses	استخدامات أخرى	0.9959751963615417	True
Other uses	استعمالات أخرى	0.9832149147987366	False
Other uses	أخرى	0.962181031703949	False
Other uses	الاستخدامات	0.8346991539001465	False
Other uses	أمثلة	0.5781773328781128	False
Other uses	مصادر	0.5125575661659241	False
Other uses	انظر أيضًا	0.4613689184188843	False
Other uses	من أنواعه الأخرى	0.3928466737270355	False
Other uses	الاستعمالات	0.35129764676094055	False
Other uses	شخصيات	0.31289511919021606	False
Places	أماكن	0.9971856474876404	True
Places	الأماكن	0.9847372174263	False
Places	جغرافيا	0.9189285039901733	False
Places	أشخاص	0.788963794708252	False
Places	مدن	0.7507551908493042	False
Places	التعليم	0.29079771041870117	False
Places	ممثلون	0.2662980556488037	False
Places	أعلام	0.18334195017814636	False
Places	شخصيات	0.11756319552659988	False
Places	معرض الصور	0.10581087321043015	False
Members	الأعضاء	0.9933010339736938	True
